train_idx,Gender,Education_Level,Marital_Status,Income_Category,Card_Category,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Attrition_Flag
2645,M,Uneducated,Unknown,$80K - $120K,Blue,2,3,2,1612,0.696,8851,88,0.833,0.689,1
2646,M,Uneducated,Married,$60K - $80K,Blue,1,3,1,1890,0.713,14280,102,0.672,0.145,1
2647,F,Graduate,Single,Unknown,Blue,2,3,3,2055,0.977,1042,23,0.917,0.209,1
2648,F,Unknown,Divorced,Less than $40K,Blue,4,3,1,0,1.293,4340,76,0.767,0.0,1
2649,F,College,Unknown,Less than $40K,Blue,6,1,3,2209,0.66,4908,73,0.659,0.44,1
2650,F,Unknown,Single,$40K - $60K,Blue,3,2,4,0,0.187,1522,36,0.2,0.0,0
2651,F,Unknown,Married,Less than $40K,Blue,3,2,3,0,1.044,4553,78,1.167,0.0,1
2652,F,Post-Graduate,Single,Less than $40K,Blue,6,3,2,0,0.682,3593,71,0.578,0.0,1
2653,M,Graduate,Single,$40K - $60K,Blue,3,1,3,1110,0.651,3548,69,0.5,0.207,1
2654,F,Graduate,Single,Unknown,Blue,3,1,2,1279,1.116,1564,45,1.647,0.114,1
2655,M,Graduate,Married,$40K - $60K,Blue,3,1,2,1999,2.145,2434,33,1.538,0.68,1
2656,F,College,Unknown,Less than $40K,Blue,2,2,6,1817,1.029,5070,50,0.389,0.246,0
2657,F,Unknown,Married,Less than $40K,Blue,6,3,2,1447,0.563,4455,77,0.604,0.495,1
2658,F,High School,Married,Less than $40K,Blue,6,2,5,688,0.976,4208,86,0.72,0.478,1
2659,F,Graduate,Married,Less than $40K,Blue,5,2,4,1709,0.493,4389,79,0.58,0.404,1
2660,M,Graduate,Married,$60K - $80K,Blue,4,2,3,0,0.393,1789,38,0.357,0.0,0
2661,M,Uneducated,Single,$60K - $80K,Blue,3,2,2,1255,0.672,3432,68,0.744,0.178,1
2662,F,College,Married,Less than $40K,Blue,5,2,2,1214,0.783,2445,39,0.444,0.844,0
2663,F,Doctorate,Single,Less than $40K,Blue,5,3,3,1429,0.718,5124,74,0.644,0.518,1
2664,F,Graduate,Single,Unknown,Blue,3,2,2,1429,0.728,3536,71,0.69,0.153,1
2665,F,Graduate,Single,Less than $40K,Blue,6,3,4,0,0.76,2622,53,0.71,0.0,0
2666,M,Unknown,Single,$60K - $80K,Blue,5,3,1,800,0.62,3809,71,0.511,0.088,1
2667,F,Unknown,Married,Less than $40K,Blue,3,2,0,1349,0.756,4365,71,0.732,0.905,1
2668,M,Graduate,Single,$120K +,Blue,4,2,3,0,0.69,1550,47,0.621,0.0,1
2669,M,Graduate,Unknown,$40K - $60K,Blue,3,3,2,1100,0.365,4401,71,0.651,0.145,1
2670,M,Uneducated,Married,$60K - $80K,Blue,6,3,3,1669,1.308,2444,63,0.4,0.175,1
2671,M,Uneducated,Married,$120K +,Platinum,3,4,3,2070,0.88,13781,102,0.545,0.06,1
2672,M,Doctorate,Divorced,Less than $40K,Blue,6,1,3,653,0.71,3349,77,0.674,0.415,1
2673,M,High School,Single,$60K - $80K,Blue,1,3,2,1140,0.555,15472,122,0.768,0.068,1
2674,M,Graduate,Single,$120K +,Blue,4,3,0,2462,0.772,3140,74,0.721,0.776,1
2675,M,Graduate,Married,$80K - $120K,Blue,6,3,2,0,0.804,4584,84,0.75,0.0,1
2676,F,Graduate,Single,Less than $40K,Blue,6,3,3,750,0.659,5000,79,0.837,0.427,1
2677,M,College,Unknown,$60K - $80K,Blue,1,2,3,1822,0.88,8272,79,0.837,0.141,1
2678,M,High School,Single,$120K +,Blue,1,2,1,1587,0.605,4410,86,0.72,0.073,1
2679,F,Graduate,Married,Less than $40K,Blue,3,1,3,622,0.775,5001,88,0.492,0.152,1
2680,F,Graduate,Single,Unknown,Blue,2,3,2,1631,0.731,7653,95,0.638,0.077,1
2681,F,Unknown,Married,Unknown,Silver,6,3,2,0,0.896,3722,72,0.756,0.0,1
2682,F,College,Single,Less than $40K,Blue,2,1,2,1288,1.009,4126,56,0.931,0.501,1
2683,F,Graduate,Single,Less than $40K,Blue,5,3,4,0,0.539,3042,55,0.528,0.0,1
2684,F,Uneducated,Married,Less than $40K,Blue,6,1,4,1864,1.318,2758,50,0.852,0.913,1
2685,F,College,Single,Less than $40K,Blue,1,3,2,718,0.571,4447,71,0.821,0.499,1
2686,F,Graduate,Married,Less than $40K,Blue,4,3,2,2517,0.838,1516,32,0.391,0.522,1
2687,M,Graduate,Married,$40K - $60K,Blue,2,3,4,0,1.009,9088,64,0.684,0.0,0
2688,F,Uneducated,Single,Less than $40K,Blue,6,2,4,1542,0.93,4335,76,0.727,0.587,1
2689,M,College,Married,$40K - $60K,Blue,4,1,4,1199,0.886,1573,35,0.75,0.321,1
2690,M,Unknown,Divorced,$60K - $80K,Blue,3,3,2,2499,0.468,4509,80,0.667,0.459,1
2691,M,Graduate,Single,$40K - $60K,Blue,6,3,3,1408,0.779,4757,75,0.923,0.762,1
2692,M,Uneducated,Divorced,$60K - $80K,Blue,2,3,2,2517,0.777,7667,84,0.527,0.103,1
2693,M,Graduate,Single,$80K - $120K,Blue,5,3,2,1515,0.857,1289,33,0.435,0.287,1
2694,M,Graduate,Unknown,$40K - $60K,Blue,4,3,4,0,0.79,4642,61,0.605,0.0,1
2695,F,High School,Single,$40K - $60K,Blue,3,3,2,2455,1.0,4563,72,0.756,0.855,1
2696,F,Graduate,Divorced,Less than $40K,Blue,5,3,1,820,0.64,1327,41,0.864,0.087,1
2697,F,High School,Single,Less than $40K,Blue,6,3,4,1486,0.836,5202,88,0.692,0.791,1
2698,F,Graduate,Married,$40K - $60K,Blue,4,3,3,2498,0.637,2678,37,0.609,0.925,0
2699,F,Graduate,Single,$40K - $60K,Blue,4,3,3,1345,0.808,4009,73,0.49,0.594,1
2700,F,High School,Married,Less than $40K,Blue,2,2,2,1861,0.794,5111,83,0.66,0.715,1
2701,M,High School,Married,$60K - $80K,Blue,5,4,3,1214,0.924,5158,79,0.681,0.313,1
2702,F,Uneducated,Married,Unknown,Blue,4,2,2,1217,1.266,2135,48,0.846,0.077,1
2703,F,Unknown,Married,Less than $40K,Blue,2,3,3,2517,0.993,817,30,0.667,0.88,0
2704,F,Unknown,Married,Less than $40K,Blue,6,3,0,1395,1.048,1800,33,0.5,0.553,1
2705,F,Graduate,Single,Less than $40K,Silver,4,3,3,2049,0.683,3283,74,0.609,0.163,1
2706,M,Unknown,Unknown,$60K - $80K,Blue,5,3,2,1790,0.397,1478,38,0.267,0.275,1
2707,M,High School,Single,$80K - $120K,Blue,6,3,3,1548,0.833,2484,52,0.857,0.084,1
2708,F,High School,Single,Less than $40K,Blue,5,1,3,0,0.57,4894,89,0.854,0.0,1
2709,F,Graduate,Married,Less than $40K,Blue,5,2,4,0,0.89,2557,45,0.406,0.0,0
2710,M,Uneducated,Married,$60K - $80K,Blue,6,3,4,1772,0.81,2004,44,0.419,0.797,1
2711,M,Graduate,Married,$120K +,Blue,4,1,3,1899,1.349,2502,48,1.0,0.426,1
2712,M,Unknown,Married,$120K +,Blue,4,1,4,877,0.432,1570,56,0.333,0.105,1
2713,M,High School,Married,$60K - $80K,Blue,4,2,1,1687,1.357,2758,55,0.833,0.461,1
2714,F,Graduate,Married,Less than $40K,Blue,3,2,3,0,0.703,2500,47,0.119,0.0,0
2715,F,Uneducated,Single,Unknown,Blue,3,4,4,1182,0.902,4583,72,1.0,0.418,1
2716,F,High School,Married,Less than $40K,Blue,6,3,4,0,0.702,1445,38,0.31,0.0,1
2717,M,Graduate,Married,$80K - $120K,Blue,2,3,3,1607,0.752,13177,106,0.738,0.049,1
2718,F,High School,Single,Less than $40K,Blue,1,2,2,1540,0.708,5154,81,0.976,0.67,1
2719,M,Unknown,Unknown,$80K - $120K,Blue,1,2,2,0,0.482,4514,70,0.591,0.0,1
2720,M,High School,Unknown,$80K - $120K,Blue,6,1,0,1321,0.596,2992,72,1.0,0.621,1
2721,F,Doctorate,Married,Less than $40K,Blue,1,3,3,950,0.507,2212,43,0.387,0.588,0
2722,M,Uneducated,Single,$120K +,Blue,5,3,4,1368,0.691,15111,116,0.706,0.063,1
2723,F,Graduate,Married,Less than $40K,Gold,1,2,2,2016,0.709,7685,84,0.527,0.134,1
2724,F,Unknown,Single,$40K - $60K,Blue,5,3,4,1999,0.724,2590,50,0.667,0.801,0
2725,M,Graduate,Married,$60K - $80K,Blue,4,3,2,2517,0.569,1677,45,0.5,0.711,1
2726,M,Unknown,Married,$80K - $120K,Blue,3,3,1,1315,0.623,3420,81,0.841,0.218,1
2727,F,Uneducated,Married,Less than $40K,Blue,6,2,2,1590,0.806,4596,85,0.574,0.596,1
2728,F,Doctorate,Married,$40K - $60K,Blue,3,3,2,948,0.461,1407,44,0.467,0.281,1
2729,M,Graduate,Single,$60K - $80K,Blue,3,2,1,1605,0.805,2460,74,1.312,0.079,1
2730,F,Graduate,Single,Unknown,Blue,5,1,2,0,0.92,5108,78,1.0,0.0,1
2731,M,College,Unknown,$120K +,Blue,3,1,3,1370,0.954,3914,70,0.667,0.415,1
2732,M,Graduate,Married,$60K - $80K,Blue,5,1,4,2517,0.915,9451,79,0.646,0.387,0
2733,F,Unknown,Single,Less than $40K,Blue,4,3,3,0,0.797,3952,80,0.739,0.0,1
2734,M,College,Single,$120K +,Silver,2,3,2,1527,0.526,1268,42,0.355,0.044,1
2735,M,High School,Married,$120K +,Blue,2,3,2,1825,0.8,8879,101,0.578,0.06,1
2736,F,Graduate,Married,Less than $40K,Blue,5,3,3,1079,0.554,2340,36,0.5,0.42,0
2737,F,College,Unknown,Less than $40K,Silver,6,1,1,2422,0.642,3912,63,0.575,0.191,1
2738,M,Graduate,Married,$40K - $60K,Blue,1,4,3,0,0.465,5056,63,0.853,0.0,0
2739,M,Uneducated,Married,$80K - $120K,Blue,6,3,4,1463,0.795,4014,70,0.628,0.099,1
2740,F,Unknown,Married,Less than $40K,Blue,4,1,3,361,0.963,850,22,0.692,0.251,0
2741,F,Graduate,Married,Less than $40K,Blue,4,2,2,2517,0.625,1323,25,0.923,0.801,1
2742,M,Unknown,Single,$120K +,Blue,5,3,1,0,0.846,5010,88,0.725,0.0,1
2743,F,Post-Graduate,Single,Less than $40K,Blue,1,2,2,2517,0.618,8210,100,0.754,0.285,1
2744,F,Doctorate,Single,Less than $40K,Blue,5,3,2,908,0.615,4653,74,0.897,0.631,1
2745,M,Uneducated,Single,$40K - $60K,Blue,1,2,2,2017,0.99,8696,72,0.895,0.14,0
2746,M,College,Single,$60K - $80K,Blue,6,1,4,0,0.969,3189,56,0.556,0.0,1
2747,F,Uneducated,Married,Less than $40K,Blue,6,2,3,1426,0.966,3210,52,0.733,0.671,1
2748,F,Graduate,Married,Less than $40K,Blue,2,2,4,2517,0.587,2270,40,0.481,0.501,0
2749,M,Graduate,Single,$60K - $80K,Blue,1,3,3,633,0.358,1954,46,0.394,0.026,0
2750,F,Uneducated,Married,Less than $40K,Blue,4,5,2,890,0.711,4757,79,0.837,0.298,1
2751,M,Unknown,Single,$60K - $80K,Blue,6,3,3,1418,0.39,1334,31,0.409,0.632,1
2752,M,Unknown,Unknown,$80K - $120K,Blue,4,3,2,927,0.569,4071,69,0.725,0.041,1
2753,M,High School,Unknown,$60K - $80K,Blue,3,3,1,0,1.23,2132,31,0.107,0.0,0
2754,M,Graduate,Married,$40K - $60K,Blue,3,3,0,1729,1.1,1718,42,0.448,0.801,1
2755,F,Graduate,Married,Less than $40K,Blue,3,4,2,0,0.584,4497,79,0.612,0.0,1
2756,M,High School,Divorced,$120K +,Blue,3,2,3,1568,1.055,2406,65,0.857,0.461,1
2757,F,Graduate,Married,Less than $40K,Blue,4,2,1,0,0.58,4761,81,0.884,0.0,1
2758,M,Graduate,Divorced,$80K - $120K,Blue,1,3,1,975,0.738,12871,104,0.552,0.028,1
2759,F,Graduate,Married,Less than $40K,Blue,6,3,1,1530,0.731,4105,76,0.767,0.506,1
2760,M,High School,Single,$40K - $60K,Blue,5,3,3,1597,0.659,3776,83,0.596,0.161,1
2761,F,College,Single,Less than $40K,Blue,1,2,1,1051,0.729,7677,87,0.554,0.133,1
2762,M,Unknown,Single,$80K - $120K,Blue,6,2,2,0,0.715,4700,71,0.511,0.0,1
2763,F,Graduate,Married,Less than $40K,Blue,3,3,4,1560,0.573,1468,44,0.76,0.219,1
2764,F,High School,Married,Less than $40K,Blue,3,2,2,1806,0.765,1543,35,0.591,0.645,1
2765,F,Unknown,Single,Less than $40K,Blue,2,1,3,1314,0.925,5331,79,0.612,0.709,1
2766,M,Unknown,Single,$60K - $80K,Blue,5,2,1,2004,0.9,4135,76,0.689,0.133,1
2767,F,Unknown,Single,Less than $40K,Blue,2,3,2,0,0.699,4462,75,0.786,0.0,1
2768,F,Graduate,Married,Less than $40K,Blue,6,1,2,1796,0.637,4929,61,0.488,0.805,1
2769,M,High School,Single,$80K - $120K,Blue,3,3,4,868,0.748,4791,68,0.889,0.086,1
2770,M,College,Single,$60K - $80K,Silver,4,1,3,1421,0.635,1635,31,0.824,0.05,1
2771,F,Graduate,Single,Less than $40K,Blue,6,3,2,2517,0.771,1139,30,0.765,0.753,1
2772,F,High School,Single,Unknown,Blue,3,2,4,0,0.949,3151,39,0.444,0.0,0
2773,M,Unknown,Married,$60K - $80K,Blue,4,1,0,2501,0.505,1650,34,0.7,0.906,1
2774,M,High School,Single,$80K - $120K,Blue,4,3,3,2517,0.457,1643,43,0.483,0.217,0
2775,F,High School,Married,Unknown,Blue,3,1,2,1361,0.886,4506,80,0.86,0.339,1
2776,M,Unknown,Married,$60K - $80K,Blue,1,3,1,1250,0.667,6950,84,0.585,0.156,1
2777,F,Graduate,Married,$40K - $60K,Blue,4,3,2,2053,0.442,1325,29,0.381,0.409,1
2778,M,Unknown,Single,$40K - $60K,Blue,6,3,3,0,0.857,1788,46,0.586,0.0,1
2779,F,High School,Married,Less than $40K,Blue,3,3,4,526,0.702,1944,55,0.618,0.171,1
2780,F,Unknown,Single,$40K - $60K,Blue,6,1,3,0,0.563,1257,23,0.643,0.0,1
2781,M,High School,Married,$80K - $120K,Blue,3,2,3,1589,0.512,1408,28,0.273,0.268,1
2782,F,Graduate,Unknown,Less than $40K,Blue,4,2,4,0,0.571,3778,69,0.816,0.0,1
2783,F,Unknown,Unknown,Less than $40K,Blue,5,3,2,1341,0.952,3899,70,0.75,0.716,1
2784,M,High School,Married,$60K - $80K,Blue,6,2,3,0,1.636,2399,43,0.955,0.0,1
2785,F,Unknown,Unknown,Less than $40K,Blue,6,1,2,1602,0.668,5182,78,0.814,0.739,1
2786,F,Unknown,Married,Less than $40K,Blue,5,1,3,800,0.986,854,22,0.375,0.112,0
2787,M,Post-Graduate,Single,$60K - $80K,Blue,3,2,2,0,0.585,3838,66,0.692,0.0,1
2788,F,College,Single,Less than $40K,Blue,4,3,1,623,0.673,4387,79,0.881,0.109,1
2789,F,College,Single,Unknown,Blue,6,1,1,0,0.645,1994,57,0.727,0.0,1
2790,M,Graduate,Married,$120K +,Gold,1,4,2,1823,1.062,15552,108,0.831,0.053,1
2791,F,Unknown,Single,Less than $40K,Blue,5,1,0,0,0.533,4550,82,0.547,0.0,1
2792,M,High School,Married,$80K - $120K,Blue,5,3,2,1880,1.464,2045,39,0.95,0.721,1
2793,M,Unknown,Divorced,$80K - $120K,Blue,6,1,3,0,0.507,2108,47,0.516,0.0,0
2794,M,High School,Single,$40K - $60K,Blue,3,3,2,1543,0.998,3432,71,0.972,0.49,1
2795,F,Graduate,Married,Unknown,Blue,6,2,2,1396,0.899,4568,74,0.897,0.576,1
2796,F,Uneducated,Married,Less than $40K,Blue,1,3,2,2517,0.57,4175,77,1.026,0.615,1
2797,M,High School,Married,$120K +,Blue,4,3,2,871,0.606,3221,68,0.581,0.081,1
2798,M,Unknown,Unknown,$120K +,Blue,6,2,2,1014,1.437,1979,40,0.667,0.051,1
2799,F,Graduate,Married,Less than $40K,Blue,3,4,4,1530,0.647,1629,43,0.344,0.245,1
2800,F,Unknown,Divorced,Less than $40K,Blue,2,2,3,1206,0.859,16339,120,0.579,0.341,1
2801,F,High School,Married,Less than $40K,Blue,4,3,3,1848,0.804,2289,49,0.441,0.726,1
2802,F,Unknown,Single,Less than $40K,Blue,5,3,2,1815,0.847,4552,75,0.829,0.71,1
2803,F,Graduate,Married,Unknown,Blue,3,1,1,1058,0.697,4719,90,0.8,0.603,1
2804,F,Graduate,Married,$40K - $60K,Blue,5,3,3,1583,1.061,3504,60,0.765,0.142,1
2805,M,Uneducated,Married,$60K - $80K,Blue,2,3,3,0,0.856,915,29,2.222,0.0,0
2806,F,High School,Single,Unknown,Blue,1,2,4,0,0.391,968,23,0.533,0.0,0
2807,F,High School,Single,Less than $40K,Blue,5,4,1,1925,0.723,5228,73,0.78,0.776,1
2808,M,Doctorate,Single,$60K - $80K,Blue,4,1,3,2517,1.024,2870,50,1.174,0.526,1
2809,F,Graduate,Married,Less than $40K,Blue,4,2,3,0,0.729,3808,89,0.508,0.0,1
2810,F,High School,Single,Less than $40K,Blue,2,3,2,2372,0.772,4799,83,0.729,0.797,1
2811,F,High School,Married,Less than $40K,Blue,4,1,1,2190,0.426,1229,34,0.478,0.425,1
2812,M,Graduate,Married,$40K - $60K,Blue,5,2,1,0,0.913,4323,77,0.571,0.0,1
2813,M,College,Divorced,$40K - $60K,Blue,1,3,2,0,0.706,5497,88,0.63,0.0,1
2814,M,Unknown,Married,$40K - $60K,Blue,5,1,3,1380,0.622,1723,31,0.55,0.292,1
2815,M,Uneducated,Single,$40K - $60K,Blue,3,3,4,1185,0.998,2614,67,0.861,0.542,1
2816,M,Graduate,Single,$120K +,Blue,3,3,2,2517,0.718,4231,68,1.061,0.08,1
2817,F,College,Unknown,Less than $40K,Blue,1,2,1,1058,0.778,5575,73,0.738,0.589,1
2818,F,Post-Graduate,Married,Less than $40K,Blue,3,0,1,1445,0.819,4520,79,0.881,0.533,1
2819,M,High School,Single,$60K - $80K,Blue,5,1,4,1305,0.722,4345,72,0.674,0.132,1
2820,F,Post-Graduate,Married,Less than $40K,Blue,3,1,3,844,0.838,2022,59,0.686,0.251,1
2821,M,Unknown,Married,$80K - $120K,Blue,4,3,4,946,0.475,1709,37,0.542,0.039,0
2822,M,High School,Married,$80K - $120K,Blue,4,3,1,2514,0.469,5189,82,0.519,0.63,1
2823,M,High School,Married,$60K - $80K,Blue,2,2,3,2517,0.781,7582,69,0.917,0.187,1
2824,M,Graduate,Married,$60K - $80K,Blue,3,2,3,1974,0.826,1850,44,0.571,0.131,1
2825,M,Doctorate,Single,$40K - $60K,Blue,6,3,2,0,0.576,1759,34,0.214,0.0,0
2826,F,Graduate,Married,Less than $40K,Blue,4,4,2,879,0.74,5021,75,0.744,0.341,1
2827,M,High School,Married,$40K - $60K,Blue,1,2,3,1950,0.578,12941,131,0.819,0.136,1
2828,F,College,Unknown,$40K - $60K,Blue,4,1,3,0,0.68,4528,83,1.128,0.0,1
2829,M,High School,Married,$120K +,Blue,5,2,1,1925,0.855,4186,63,0.703,0.164,1
2830,F,College,Married,Less than $40K,Blue,3,1,1,0,0.593,3840,69,0.769,0.0,1
2831,F,Graduate,Married,$40K - $60K,Blue,6,4,2,1782,0.698,4357,69,0.605,0.636,1
2832,F,Unknown,Single,Less than $40K,Blue,6,2,2,2517,0.853,858,22,0.467,0.675,0
2833,F,High School,Married,Less than $40K,Blue,2,2,1,2072,0.94,14137,116,0.966,0.576,1
2834,F,High School,Unknown,Less than $40K,Blue,5,2,2,918,0.471,5342,64,0.684,0.104,1
2835,F,High School,Single,Less than $40K,Blue,5,2,3,2517,0.73,4512,83,0.766,0.82,1
2836,M,Unknown,Married,$80K - $120K,Blue,5,1,2,1508,0.728,3623,63,0.853,0.601,1
2837,M,Unknown,Married,$80K - $120K,Blue,2,2,1,0,0.761,3738,63,0.658,0.0,1
2838,M,Post-Graduate,Married,$80K - $120K,Blue,6,3,4,1177,1.214,2601,52,0.733,0.09,1
2839,F,Graduate,Single,$40K - $60K,Blue,3,3,3,2296,0.746,4627,77,0.791,0.589,1
2840,M,Graduate,Married,$60K - $80K,Blue,6,1,4,2169,0.529,1422,30,0.579,0.173,1
2841,M,Uneducated,Single,$80K - $120K,Silver,2,3,3,2136,0.849,14667,119,0.75,0.062,1
2842,F,Post-Graduate,Married,Less than $40K,Blue,6,1,1,1807,0.609,4279,83,0.627,0.637,1
2843,M,Graduate,Unknown,$40K - $60K,Blue,6,2,3,541,0.764,1367,35,0.75,0.069,1
2844,F,Graduate,Unknown,Less than $40K,Blue,4,3,3,1681,0.577,4265,87,0.776,0.621,1
2845,F,Uneducated,Unknown,Less than $40K,Silver,6,1,3,931,1.068,4182,78,0.696,0.074,1
2846,F,Doctorate,Single,Less than $40K,Blue,4,3,3,2353,0.924,2526,41,0.577,0.907,0
2847,M,Unknown,Single,$120K +,Blue,4,1,4,0,0.761,3519,70,0.591,0.0,1
2848,M,High School,Married,$80K - $120K,Blue,6,3,3,1308,0.498,3530,71,0.578,0.056,1
2849,M,Graduate,Married,$40K - $60K,Blue,5,2,2,1492,0.744,3407,61,0.694,0.598,1
2850,M,Unknown,Married,$80K - $120K,Blue,2,3,3,1361,1.048,14743,121,0.729,0.112,1
2851,M,College,Divorced,Less than $40K,Blue,5,3,2,1968,1.022,3435,58,0.706,0.203,1
2852,F,Uneducated,Single,Less than $40K,Blue,1,2,2,2076,0.876,14218,102,0.759,0.215,1
2853,M,Uneducated,Married,$80K - $120K,Blue,1,3,3,2517,0.716,961,32,0.524,0.442,0
2854,F,High School,Married,$40K - $60K,Blue,4,3,4,2517,1.348,2623,47,1.35,0.429,1
2855,M,Uneducated,Married,$80K - $120K,Blue,3,2,2,1562,0.632,3764,60,0.538,0.066,1
2856,F,High School,Married,$40K - $60K,Blue,1,3,3,0,1.021,960,18,0.385,0.0,0
2857,F,Uneducated,Married,$40K - $60K,Blue,3,3,3,1652,1.132,3382,58,0.758,0.616,1
2858,M,Uneducated,Single,$60K - $80K,Blue,4,1,3,0,0.572,4116,68,0.7,0.0,1
2859,F,Uneducated,Single,Unknown,Blue,6,3,2,1994,0.919,5223,89,0.712,0.221,1
2860,F,Graduate,Single,Less than $40K,Blue,4,2,3,986,1.002,4724,56,0.806,0.314,0
2861,F,Graduate,Single,Less than $40K,Blue,6,2,2,604,0.771,4469,85,0.932,0.42,1
2862,F,Graduate,Married,Less than $40K,Blue,6,5,3,1223,0.718,4954,82,0.783,0.505,1
2863,F,Graduate,Married,$40K - $60K,Blue,4,2,1,1869,0.744,1594,36,0.895,0.694,1
2864,F,Graduate,Married,Less than $40K,Blue,4,3,1,2180,0.877,4585,78,0.95,0.643,1
2865,M,Uneducated,Married,$80K - $120K,Blue,3,1,1,2252,0.831,1536,38,0.652,0.258,1
2866,F,High School,Unknown,Less than $40K,Blue,3,3,2,1804,0.847,4671,61,0.694,0.692,1
2867,F,Doctorate,Single,Less than $40K,Blue,2,1,1,1634,0.776,8300,94,0.469,0.474,1
2868,F,Graduate,Unknown,$40K - $60K,Blue,5,2,3,1556,0.751,4568,76,0.767,0.28,1
2869,F,College,Married,Less than $40K,Blue,2,2,2,1047,0.727,5189,79,0.795,0.627,1
2870,F,High School,Single,$40K - $60K,Blue,1,2,2,1313,0.929,4904,82,0.673,0.595,1
2871,F,High School,Married,Less than $40K,Blue,1,1,1,1822,0.801,4883,71,0.614,0.574,1
2872,M,Unknown,Married,$40K - $60K,Blue,3,1,3,1462,0.558,3843,69,0.605,0.12,1
2873,F,Uneducated,Single,Less than $40K,Blue,5,4,1,2253,0.688,3753,63,0.909,0.883,1
2874,F,Graduate,Single,Less than $40K,Blue,4,1,3,1028,0.648,4414,82,0.783,0.497,1
2875,M,High School,Married,$80K - $120K,Blue,1,1,3,0,0.688,805,24,0.143,0.0,0
2876,F,High School,Married,$40K - $60K,Blue,5,1,2,0,0.601,4177,66,0.737,0.0,1
2877,M,Uneducated,Married,$80K - $120K,Blue,5,3,2,1148,1.645,1362,26,1.0,0.165,1
2878,M,High School,Single,$60K - $80K,Blue,4,5,0,1341,0.928,4869,84,0.615,0.1,1
2879,F,High School,Single,$40K - $60K,Blue,3,3,2,913,0.981,4300,68,0.619,0.635,1
2880,M,Post-Graduate,Single,$80K - $120K,Blue,4,2,2,2517,0.983,4831,81,0.8,0.141,1
2881,M,Uneducated,Married,$80K - $120K,Blue,3,3,3,0,0.797,2623,39,0.393,0.0,0
2882,F,College,Married,$40K - $60K,Blue,5,3,2,722,0.894,4983,53,1.12,0.502,1
2883,M,Graduate,Married,$80K - $120K,Blue,4,2,3,321,0.769,2508,44,0.294,0.013,0
2884,F,Graduate,Single,Less than $40K,Blue,5,2,3,2455,0.886,4776,85,0.889,0.941,1
2885,F,High School,Single,Less than $40K,Blue,1,1,3,2238,0.625,4686,81,0.761,0.495,1
2886,F,High School,Single,Less than $40K,Blue,5,2,4,0,0.782,2372,44,0.63,0.0,0
2887,F,Uneducated,Married,Less than $40K,Blue,5,2,3,0,0.729,2725,41,0.577,0.0,0
2888,M,High School,Married,$80K - $120K,Blue,6,1,2,2307,0.912,1843,43,0.72,0.096,1
2889,F,Uneducated,Married,Less than $40K,Blue,6,1,3,2517,1.214,2072,33,0.833,0.79,1
2890,F,Uneducated,Married,$40K - $60K,Blue,6,4,3,0,0.747,2116,38,0.583,0.0,0
2891,F,Unknown,Single,Less than $40K,Blue,6,3,3,0,0.529,2304,46,1.0,0.0,0
2892,F,High School,Married,Less than $40K,Blue,2,3,1,1460,0.857,14432,106,0.828,0.38,1
2893,M,Graduate,Single,$120K +,Blue,3,4,3,0,0.456,1799,51,0.645,0.0,0
2894,F,High School,Single,Less than $40K,Blue,3,2,2,1362,0.844,4665,82,0.745,0.543,1
2895,F,Graduate,Single,$40K - $60K,Blue,6,1,1,1686,0.699,3837,65,0.667,0.26,1
2896,M,Uneducated,Single,$120K +,Blue,5,3,4,0,0.0,1246,27,0.0,0.0,0
2897,F,Graduate,Single,Less than $40K,Blue,6,3,2,1143,0.824,4311,70,0.591,0.57,1
2898,F,Unknown,Single,Less than $40K,Blue,3,3,3,1623,0.848,4171,78,0.814,0.601,1
2899,F,Graduate,Divorced,Unknown,Blue,5,1,2,1890,0.754,2585,75,0.829,0.243,1
2900,F,College,Married,Unknown,Blue,5,1,3,634,0.909,4460,79,0.837,0.135,1
2901,F,Graduate,Single,Less than $40K,Blue,2,1,2,1458,0.712,8215,109,0.535,0.673,1
2902,M,College,Unknown,$40K - $60K,Blue,2,6,2,0,0.436,2113,40,0.739,0.0,0
2903,F,High School,Married,$40K - $60K,Silver,3,1,2,1387,0.904,4775,61,0.605,0.088,1
2904,M,High School,Married,$80K - $120K,Blue,5,4,3,0,0.994,5416,82,0.952,0.0,1
2905,F,Doctorate,Unknown,Less than $40K,Gold,2,3,2,1992,0.739,8302,81,0.841,0.125,1
2906,M,High School,Married,$80K - $120K,Blue,5,6,1,0,0.895,2028,51,0.545,0.0,1
2907,M,High School,Married,$60K - $80K,Blue,3,1,2,1822,0.593,1211,25,0.923,0.666,1
2908,M,High School,Single,$80K - $120K,Blue,3,3,4,0,0.43,4498,73,0.622,0.0,1
2909,M,Graduate,Single,$80K - $120K,Blue,6,3,3,0,0.881,3949,69,0.683,0.0,1
2910,F,Graduate,Single,$40K - $60K,Blue,5,3,3,0,0.758,2067,42,0.355,0.0,1
2911,F,Graduate,Married,Less than $40K,Blue,1,2,3,0,0.393,1998,36,0.161,0.0,0
2912,M,High School,Married,$40K - $60K,Blue,2,2,2,930,0.885,1050,28,1.154,0.186,1
